Date,Open,High,Low,Close,Volume,Stock,Ticker,Sector,Year,Month,Month_Name,Quarter,Daily_return,Volatility_30D
2024-02-02,392.3735334944645,394.3133528193609,387.5239851822233,388.0530090332031,17816750,ITC,ITC.NS,FMCG,2024,2,February,1,-0.6322059055897666,1.1289127552228144
2024-02-05,389.7283306306448,391.18319512515933,384.92285133537746,386.2454528808594,12505666,ITC,ITC.NS,FMCG,2024,2,February,1,-0.4658013493690216,1.1150761761151557
2024-02-06,387.96484228867234,388.7583920360094,378.70657560411007,380.38189697265625,19487043,ITC,ITC.NS,FMCG,2024,2,February,1,-1.5180905987291382,1.1442708268126094
2024-02-07,383.5561516187938,383.5561516187938,379.8528449472176,380.7345886230469,13376903,ITC,ITC.NS,FMCG,2024,2,February,1,0.09272040893575362,1.1304231857914586
2024-02-08,384.03849666697397,384.12800816758073,365.7765333782061,371.1029357910156,50039587,ITC,ITC.NS,FMCG,2024,2,February,1,-2.529755141728729,1.2058619940953261
2024-02-09,367.11932249698526,379.74157904258544,365.77653649119355,371.953369140625,33527317,ITC,ITC.NS,FMCG,2024,2,February,1,0.2291637353384557,1.206971423742656
2024-02-12,373.7885122385735,374.1913565530827,363.4937816638938,364.2099304199219,11326971,ITC,ITC.NS,FMCG,2024,2,February,1,-2.0818305097205725,1.2023027075315107
2024-02-13,364.25470380272145,367.74596448553467,361.0320059987887,364.12042236328125,16207766,ITC,ITC.NS,FMCG,2024,2,February,1,-0.02457595171483362,1.2040036158998908
2024-02-14,363.44906053827515,369.0440262056098,362.01673457435237,368.4173889160156,12618012,ITC,ITC.NS,FMCG,2024,2,February,1,1.1800949050990939,1.1990586055145622
2024-02-15,369.7154093192213,371.10296536010526,360.8977455956946,361.56915283203125,21169031,ITC,ITC.NS,FMCG,2024,2,February,1,-1.8588254219307543,1.2174319911037013
2024-02-16,362.55384464630635,366.6269726665046,357.54074654679084,362.1957702636719,38963810,ITC,ITC.NS,FMCG,2024,2,February,1,0.17330500313219588,1.1691826049289786
2024-02-19,362.5538334149661,369.4915846526361,362.1957590434242,366.3583984375,17602580,ITC,ITC.NS,FMCG,2024,2,February,1,1.149275755152468,1.2060105797413998
2024-02-20,367.4326485808488,367.4326485808488,361.9271948494633,363.5385437011719,14626643,ITC,ITC.NS,FMCG,2024,2,February,1,-0.7696984014436858,1.207396640862749
2024-02-21,364.34419085928846,367.1193025930997,359.24158161687234,361.0767517089844,20162369,ITC,ITC.NS,FMCG,2024,2,February,1,-0.6771749611813038,1.1821181306450876
2024-02-22,364.2546694308995,371.64003441794836,361.16625335783624,371.0133972167969,19321180,ITC,ITC.NS,FMCG,2024,2,February,1,2.7519482937580886,1.3162779650194676
2024-02-23,372.3114390234385,372.3114390234385,367.477392438148,368.2830810546875,11576964,ITC,ITC.NS,FMCG,2024,2,February,1,-0.7359077010671844,1.3184012586592435
2024-02-26,368.0145200385987,369.7601503452562,364.6127709260232,366.31365966796875,8289561,ITC,ITC.NS,FMCG,2024,2,February,1,-0.5347574971618974,1.318343813726375
2024-02-27,367.0298119400418,369.49159101888046,365.73176749593637,368.05926513671875,8083518,ITC,ITC.NS,FMCG,2024,2,February,1,0.47653299916039504,1.307529627609118
2024-02-28,368.05925560223767,369.1335070788597,364.1651791134282,365.5079650878906,8949664,ITC,ITC.NS,FMCG,2024,2,February,1,-0.6931764230633908,1.3045457363735478
2024-02-29,366.13462795229105,367.9697698582137,362.1062413756304,363.71759033203125,15468800,ITC,ITC.NS,FMCG,2024,2,February,1,-0.4898319398946249,1.277591296218909
2024-03-01,366.04508647727596,369.8496514216038,364.7918120169836,366.5821838378906,12873024,ITC,ITC.NS,FMCG,2024,3,March,1,0.787587288050684,1.2882831282136589
2024-03-04,369.0439721519782,369.67060934978923,365.6422233108164,366.2240905761719,7103794,ITC,ITC.NS,FMCG,2024,3,March,1,-0.09768430586826193,1.2890472534183364
2024-03-05,366.71646865030743,368.28307592576715,361.61385926389903,363.5832824707031,10108373,ITC,ITC.NS,FMCG,2024,3,March,1,-0.7210907674899292,1.2514703225395332
2024-03-06,363.89662847613386,366.98504483260456,358.7045074023188,365.1051330566406,11534613,ITC,ITC.NS,FMCG,2024,3,March,1,0.41857001113909664,1.192401791226054
2024-03-07,365.1051538103014,371.4610382604241,361.34533004465396,370.207763671875,23907135,ITC,ITC.NS,FMCG,2024,3,March,1,1.3975784378914113,1.2122141382988443
2024-03-11,373.11715357829127,374.4599396612226,365.2394317224076,366.4927062988281,18298683,ITC,ITC.NS,FMCG,2024,3,March,1,-1.0035060681060193,1.1908114659779911
2024-03-12,363.896634790929,363.896634790929,357.49598065421884,362.0614929199219,36226074,ITC,ITC.NS,FMCG,2024,3,March,1,-1.2090863754579462,1.188755200974995
2024-03-13,389.409657449551,392.09522935851203,377.01122268812105,378.1749572753906,105525827,ITC,ITC.NS,FMCG,2024,3,March,1,4.450477245044282,1.3956665027437505
2024-03-14,377.72738966516533,380.9053175233625,374.1913590552437,375.6684265136719,31949569,ITC,ITC.NS,FMCG,2024,3,March,1,-0.6627966007525687,1.390111490607434
2024-03-15,373.47522595469314,383.63567558518434,371.72959554493326,375.17608642578125,76074975,ITC,ITC.NS,FMCG,2024,3,March,1,-0.131057084690267,1.3878952456339833
2024-03-18,375.08656109013026,376.60839849305466,373.2066493049854,373.6990051269531,16547358,ITC,ITC.NS,FMCG,2024,3,March,1,-0.39370347745240064,1.3855668130187953
2024-03-19,374.1913414368421,375.57889732766563,365.86603446321567,366.626953125,21803126,ITC,ITC.NS,FMCG,2024,3,March,1,-1.8924460340884797,1.4219773352381986
2024-03-20,367.0298364165878,372.9828765392553,366.626992075554,372.1324462890625,20364534,ITC,ITC.NS,FMCG,2024,3,March,1,1.501660780020564,1.4296733794138263
2024-03-21,375.086545384835,377.77211732469914,372.57999644292715,377.1007385253906,19968509,ITC,ITC.NS,FMCG,2024,3,March,1,1.3350870868349185,1.4521639551241816
2024-03-22,377.10074305597453,384.62036160072563,377.10074305597453,383.680419921875,40358503,ITC,ITC.NS,FMCG,2024,3,March,1,1.7448073483529836,1.4065988164296201
2024-03-26,380.9500748588195,384.2175424825222,380.9500748588195,382.8299865722656,10669833,ITC,ITC.NS,FMCG,2024,3,March,1,-0.22165148531231305,1.4078069326504337
2024-03-27,382.2480799478754,383.94896861397046,381.75572415879077,383.1432800292969,12698464,ITC,ITC.NS,FMCG,2024,3,March,1,0.08183618525716696,1.3459432861084637
2024-03-28,383.1433017081666,387.84306693740666,382.24810157609323,383.4566345214844,29009002,ITC,ITC.NS,FMCG,2024,3,March,1,0.0817851985198681,1.345532043778727
2024-04-01,384.12803010538937,386.1422233976248,381.12912513629533,381.9795837402344,9743648,ITC,ITC.NS,FMCG,2024,4,April,2,-0.3851936955252322,1.335778248557987
2024-04-02,383.76994910118805,383.76994910118805,380.0996653454435,381.2186584472656,9194659,ITC,ITC.NS,FMCG,2024,4,April,2,-0.19920574956335813,1.2839720616559802
2024-04-03,381.35295696459053,383.8595061643156,376.8769843568866,380.63677978515625,13152268,ITC,ITC.NS,FMCG,2024,4,April,2,-0.15263645921199664,1.2854475017062674
2024-04-04,380.9500915414978,382.561440456257,375.89225185348187,378.44354248046875,19065447,ITC,ITC.NS,FMCG,2024,4,April,2,-0.576202148916205,1.2788698265445644
2024-04-05,378.21973637562843,386.4555320406198,375.9369803377719,382.740478515625,16768902,ITC,ITC.NS,FMCG,2024,4,April,2,1.135423267363067,1.2806703128087569
2024-04-08,383.4118420076944,386.1869537423144,382.9194862197439,384.12799072265625,8844633,ITC,ITC.NS,FMCG,2024,4,April,2,0.36252037213633237,1.2707161590122584
2024-04-09,385.3365412299807,386.2764829149658,380.9500805003139,381.6662292480469,6967273,ITC,ITC.NS,FMCG,2024,4,April,2,-0.6408701094596347,1.1851685669128063
2024-04-10,383.41183405015806,391.91619207059733,381.12907815086623,391.1552734375,14547618,ITC,ITC.NS,FMCG,2024,4,April,2,2.486215300774264,1.2508786144029505
2024-04-12,389.4096847827078,390.08109199273235,383.411874944211,385.0232238769531,18785009,ITC,ITC.NS,FMCG,2024,4,April,2,-1.5676765665608938,1.2857714995074416
2024-04-15,383.14327835057276,384.17275985826257,378.5777948380354,381.26336669921875,9083087,ITC,ITC.NS,FMCG,2024,4,April,2,-0.9765273740827585,1.3012602537530902
2024-04-16,378.89109926093727,382.2480782730736,378.84635769841657,381.26336669921875,10357752,ITC,ITC.NS,FMCG,2024,4,April,2,0.0,1.292343201246812
2024-04-18,381.35292440864043,382.1585846561629,373.87804738734405,374.9522705078125,22133191,ITC,ITC.NS,FMCG,2024,4,April,2,-1.655311457285935,1.3291939631931198
2024-04-19,374.19136796591687,381.5767338052428,372.4009960212404,380.23394775390625,17221280,ITC,ITC.NS,FMCG,2024,4,April,2,1.408626553705239,1.344856350014713
2024-04-22,382.24809683901475,382.7852225858655,378.9806575358475,380.7262878417969,7386048,ITC,ITC.NS,FMCG,2024,4,April,2,0.12948346427217317,1.3441660366727988
2024-04-23,380.7262990993228,385.3812944719523,380.5472477213064,384.2175598144531,12484384,ITC,ITC.NS,FMCG,2024,4,April,2,0.9170031290581582,1.3413258178954857
2024-04-24,384.2623095810225,385.6498655834832,383.4118793527575,383.9490051269531,6070285,ITC,ITC.NS,FMCG,2024,4,April,2,-0.06989651582548495,1.341455098465972
2024-04-25,385.82888534668166,392.3637921214862,384.03848516029745,391.6924133300781,30337038,ITC,ITC.NS,FMCG,2024,4,April,2,2.016780379614369,1.3654402026143346
2024-04-26,393.2142434359195,396.83978556705586,390.662952822937,393.8856506347656,15342965,ITC,ITC.NS,FMCG,2024,4,April,2,0.5599386738285528,1.3477567812573763
2024-04-29,395.67604109637887,396.07885703437194,389.05159426034965,392.2742919921875,12075706,ITC,ITC.NS,FMCG,2024,4,April,2,-0.4090930045258956,1.325640322100144
2024-04-30,393.84085089564684,394.3332066804385,389.4991603284896,389.99151611328125,12528665,ITC,ITC.NS,FMCG,2024,4,April,2,-0.5819335922609303,1.0736191377496196
2024-05-02,390.3048759623476,396.2131457894124,389.27539438775926,392.9904479980469,24123523,ITC,ITC.NS,FMCG,2024,5,May,2,0.7689736214401499,1.0699828554345354
2024-05-03,393.93042888789734,393.93042888789734,386.14221870213413,390.70770263671875,23786388,ITC,ITC.NS,FMCG,2024,5,May,2,-0.5808653551140464,1.0772692598618383
2024-05-06,392.0952475427761,394.2884921290817,387.93260805370363,389.1858825683594,10753860,ITC,ITC.NS,FMCG,2024,5,May,2,-0.3895034723117252,1.077197658781653
2024-05-07,391.1104975273433,399.2567810732374,389.5886602844062,394.19891357421875,26969062,ITC,ITC.NS,FMCG,2024,5,May,2,1.2880814105529215,1.0254309607017922
2024-05-08,395.004615680531,398.0930318333694,392.27427388455504,394.78082275390625,10916481,ITC,ITC.NS,FMCG,2024,5,May,2,0.14761815917028187,0.9977299953239446
2024-05-09,393.930416513751,395.22843258972705,378.9806622581897,380.5472412109375,24314298,ITC,ITC.NS,FMCG,2024,5,May,2,-3.6054389480416837,1.192892477577739
2024-05-10,381.800495873466,390.6181585553969,381.800495873466,387.9325866699219,14524604,ITC,ITC.NS,FMCG,2024,5,May,2,1.9407171197677098,1.2030556275246094
2024-05-13,387.843089963729,389.8125417197435,384.4861105476364,386.58984375,7584217,ITC,ITC.NS,FMCG,2024,5,May,2,-0.3461279010995688,1.2042166851387675
2024-05-14,385.3813099309726,387.88785909585033,383.6356795033839,384.6651611328125,11423749,ITC,ITC.NS,FMCG,2024,5,May,2,-0.497861660957688,1.2081604215493464
2024-05-15,385.6050351743606,387.8430210541238,382.02426344100184,382.9642333984375,7856433,ITC,ITC.NS,FMCG,2024,5,May,2,-0.4421839839526598,1.2110247851230809
2024-05-16,384.93367347333725,387.2611709473564,378.57778988889186,386.231689453125,23911954,ITC,ITC.NS,FMCG,2024,5,May,2,0.8532013618326673,1.2184260910142728
2024-05-17,387.08216474486596,391.64764839572535,383.9489785643487,390.57342529296875,11894830,ITC,ITC.NS,FMCG,2024,5,May,2,1.1241272941615144,1.233178787054454
2024-05-21,390.30487284063116,391.28958447059944,387.7983238293244,389.2306213378906,11175153,ITC,ITC.NS,FMCG,2024,5,May,2,-0.34380320526694597,1.2349589065871822
2024-05-22,391.51338645338825,395.63128444260855,389.7677560924288,393.796142578125,11036895,ITC,ITC.NS,FMCG,2024,5,May,2,1.1729604481120814,1.244076934937278
2024-05-23,395.13891666458176,398.2721029063194,390.79722586221516,395.0941467285156,27244733,ITC,ITC.NS,FMCG,2024,5,May,2,0.3296132211688896,1.230472049136427
2024-05-24,394.7808050332712,396.0788209722188,389.67819602722386,390.4838562011719,13252938,ITC,ITC.NS,FMCG,2024,5,May,2,-1.1668840365057775,1.2512965667335005
2024-05-27,392.81142470930064,392.90093621140824,385.56034049832,386.2764892578125,12282545,ITC,ITC.NS,FMCG,2024,5,May,2,-1.0774752596152903,1.2622482092176206
2024-05-28,386.81362516359485,387.17169955273744,383.3671059718784,384.03851318359375,9668761,ITC,ITC.NS,FMCG,2024,5,May,2,-0.5793715477011796,1.17940379519601
2024-05-29,380.90533235072377,387.0821936743324,380.90533235072377,385.7841491699219,10832067,ITC,ITC.NS,FMCG,2024,5,May,2,0.4545471160840586,1.1472850420718228
2024-05-30,383.59092107640083,385.78413731361627,378.0854671434653,379.4282531738281,21314885,ITC,ITC.NS,FMCG,2024,5,May,2,-1.6475264755614005,1.173482508635321
2024-05-31,382.02430017549347,384.53084914126174,379.7863140805311,381.7557373046875,29300711,ITC,ITC.NS,FMCG,2024,5,May,2,0.6134187718996875,1.1789830608950664
2024-06-03,388.5145077930146,389.32019649308614,383.72523064698413,385.2470397949219,16116836,ITC,ITC.NS,FMCG,2024,6,June,2,0.914538315752389,1.1466498408064378
2024-06-04,388.3821867291733,388.655699869346,367.2764265123082,378.5358581542969,47791986,ITC,ITC.NS,FMCG,2024,6,June,2,-1.7420462579537443,1.166463186013905
2024-06-05,384.7353989949108,397.4991534256846,381.13421955458244,392.302490234375,28197030,ITC,ITC.NS,FMCG,2024,6,June,2,3.636810564579762,1.3431339904411246
2024-06-06,397.4991442097778,399.04900387392235,393.0318302625804,396.9521179199219,32318523,ITC,ITC.NS,FMCG,2024,6,June,2,1.185214930134415,1.3495776995820752
2024-06-07,393.305340692977,402.6502093459985,393.03182754993674,400.3709716796875,29543660,ITC,ITC.NS,FMCG,2024,6,June,2,0.8612761099955346,1.3558115874321126
2024-06-10,401.14593572253284,402.05763661284067,397.36240447731143,398.3196716308594,11872688,ITC,ITC.NS,FMCG,2024,6,June,2,-0.5123498440014917,1.3136159197777812
2024-06-11,398.4108722591482,399.1402214325666,394.0803145887873,394.7640686035156,13158571,ITC,ITC.NS,FMCG,2024,6,June,2,-0.8926506222466712,1.3214638996913501
2024-06-12,392.53043006430306,396.0404482808831,392.2113217386481,394.1258850097656,10751658,ITC,ITC.NS,FMCG,2024,6,June,2,-0.16166202663975282,1.3194908051553178
2024-06-13,398.31966398522343,398.31966398522343,391.801059088471,392.302490234375,9641349,ITC,ITC.NS,FMCG,2024,6,June,2,-0.4626427354157303,1.317780104350628
2024-06-14,392.94069703100786,393.7612076303779,391.16289035572373,393.07745361328125,9572809,ITC,ITC.NS,FMCG,2024,6,June,2,0.1975423042671176,1.3108132376843038
2024-06-18,394.7640665251691,395.8581191738071,390.38794261342787,390.8893737792969,14641141,ITC,ITC.NS,FMCG,2024,6,June,2,-0.5566536095802266,1.3104449132745903
2024-06-19,392.0289712461894,392.7127252199132,385.6926892817779,386.2397155761719,11329972,ITC,ITC.NS,FMCG,2024,6,June,2,-1.189507445078386,1.326888387842186
2024-06-20,386.6044066765355,388.8380493170652,384.2795737201941,385.9206237792969,15147549,ITC,ITC.NS,FMCG,2024,6,June,2,-0.08261496267907287,1.3038046819006894
2024-06-21,387.47051347196447,387.74402663160475,381.5900672225091,382.54736328125,26176371,ITC,ITC.NS,FMCG,2024,6,June,2,-0.8740814276813613,1.3114482292421195
2024-06-24,382.9120368199867,386.5132163607238,382.9120368199867,385.9206237792969,9723008,ITC,ITC.NS,FMCG,2024,6,June,2,0.8817889813991009,1.1424533936436316
2024-06-25,385.64711062040146,386.5588115186297,382.68411881899715,385.9206237792969,10655609,ITC,ITC.NS,FMCG,2024,6,June,2,0.0,1.0853987108886152
2024-06-26,385.6471083760463,388.74688563312844,384.7810026407644,386.5132141113281,11511714,ITC,ITC.NS,FMCG,2024,6,June,2,0.1535523875941358,1.0839223834880574
2024-06-27,386.5131947998345,389.52181048558475,383.9148777238095,388.01751708984375,38438054,ITC,ITC.NS,FMCG,2024,6,June,2,0.3891983310258418,1.0818294908284578
2024-06-28,387.92633089490505,390.20556859037987,386.1029580750864,387.37933349609375,18554411,ITC,ITC.NS,FMCG,2024,6,June,2,-0.16447288218749412,1.0787934420429632
2024-07-01,388.65574690083577,392.25692663084254,387.15142444784703,391.16290283203125,13391362,ITC,ITC.NS,FMCG,2024,7,July,3,0.9767091346331913,1.082219039755801
2024-07-02,392.0290008128207,392.6215934135948,385.2368534593977,387.9263610839844,11177863,ITC,ITC.NS,FMCG,2024,7,July,3,-0.8274153107603599,1.0739192934818949
2024-07-03,388.4734012003875,391.7099063811659,387.9263748453318,390.4791259765625,7435499,ITC,ITC.NS,FMCG,2024,7,July,3,0.6580539887634629,1.078975941788505
2024-07-04,392.0290086178741,393.3965455899561,389.339500939741,391.16290283203125,9478861,ITC,ITC.NS,FMCG,2024,7,July,3,0.17511226848776484,1.0572504377692817
2024-07-05,391.1172932126966,395.67576888063064,389.84091771413347,395.356689453125,13427543,ITC,ITC.NS,FMCG,2024,7,July,3,1.0721330143351082,1.074200058610429
2024-07-08,396.72422041086423,405.29414529158566,395.3566835098957,404.42803955078125,21311436,ITC,ITC.NS,FMCG,2024,7,July,3,2.294472394081448,1.128215335914296
2024-07-09,408.07482506109056,414.8213772173223,404.7927248541174,412.63330078125,27489709,ITC,ITC.NS,FMCG,2024,7,July,3,2.028855674691288,1.1564201621058026
2024-07-10,413.63612965986795,415.1404519527605,407.07192977704653,411.5848388671875,12065662,ITC,ITC.NS,FMCG,2024,7,July,3,-0.25409047502404913,1.1501097111057272
2024-07-11,410.26287723172686,418.9239921454672,409.0776632126487,418.1490478515625,19556596,ITC,ITC.NS,FMCG,2024,7,July,3,1.5948617063839876,1.17607993998949
2024-07-12,418.1490888232711,422.34289011600674,415.59633769775616,418.5137634277344,19693114,ITC,ITC.NS,FMCG,2024,7,July,3,0.08722142930750465,1.1195560644471587
2024-07-15,418.5137312856643,425.2602831857762,416.8270860870689,422.4796142578125,16876907,ITC,ITC.NS,FMCG,2024,7,July,3,0.9476034426196156,1.124092157380028
2024-07-16,422.52516465798533,425.53378036576675,420.6561966884638,424.4397277832031,13497253,ITC,ITC.NS,FMCG,2024,7,July,3,0.46395458129595557,1.1192125167879934
2024-07-18,422.1149646268118,429.3173529495613,421.7958562946361,428.7247314453125,21907158,ITC,ITC.NS,FMCG,2024,7,July,3,1.0095670554896907,1.0544719673621132
2024-07-19,429.40848412543824,437.0667368269077,427.94975694190003,432.6449890136719,25939326,ITC,ITC.NS,FMCG,2024,7,July,3,0.9143996790536013,0.8690348991468828
2024-07-22,432.6905848326919,437.11230375842484,424.71325270358847,425.3514404296875,18762384,ITC,ITC.NS,FMCG,2024,7,July,3,-1.6858044746136835,0.9277578628203306
2024-07-23,425.3514491191427,453.4772470105013,425.21469253973703,448.7364196777344,56125835,ITC,ITC.NS,FMCG,2024,7,July,3,5.497801823457671,1.3332867053325823
2024-07-24,452.2008718247006,465.55721919731405,447.3233168036432,450.4230651855469,43693692,ITC,ITC.NS,FMCG,2024,7,July,3,0.3758655268105482,1.322391605322568
2024-07-25,446.7306858915952,452.20086227300567,441.8531309735649,446.68511962890625,18567567,ITC,ITC.NS,FMCG,2024,7,July,3,-0.8298743660253738,1.3202926502716987
2024-07-26,450.42308880903994,461.6825218161174,444.36031941248064,457.8534240722656,21534703,ITC,ITC.NS,FMCG,2024,7,July,3,2.500263374037992,1.3683576412157987
2024-07-29,460.8619798639512,461.5001675935918,450.423058192173,452.2464599609375,12978187,ITC,ITC.NS,FMCG,2024,7,July,3,-1.2246198928596685,1.3938631315918213
2024-07-30,452.47437734621525,453.8419142238035,445.4999074868191,446.6395263671875,13891052,ITC,ITC.NS,FMCG,2024,7,July,3,-1.2397960161444455,1.4283372251152142
2024-07-31,448.9643943431692,453.97870625063285,447.1865875952009,451.6083068847656,11982586,ITC,ITC.NS,FMCG,2024,7,July,3,1.1124811451401317,1.4208093734739695
2024-08-01,452.155294892808,452.88467297760064,447.59681911064166,450.10400390625,12114803,ITC,ITC.NS,FMCG,2024,8,August,3,-0.3330990496814512,1.3942129146386126
2024-08-02,441.98992914020647,455.3462485932217,441.98992914020647,445.91021728515625,22141163,ITC,ITC.NS,FMCG,2024,8,August,3,-0.9317372395485801,1.4153401317390328
2024-08-05,437.6593419676077,448.4629384481495,437.20347706841375,443.08392333984375,25022076,ITC,ITC.NS,FMCG,2024,8,August,3,-0.6338257872896214,1.4080027610920145
2024-08-06,443.31185723274336,448.28060277815945,441.3061325083515,443.3574523925781,14251363,ITC,ITC.NS,FMCG,2024,8,August,3,0.06173301226382044,1.408301508424878
2024-08-07,446.730673221321,451.83617488506997,444.99846182580694,449.14666748046875,11320399,ITC,ITC.NS,FMCG,2024,8,August,3,1.3057669509442427,1.4133488786054271
2024-08-08,450.3774643110635,454.02423873069455,449.00989862121764,451.06121826171875,21349889,ITC,ITC.NS,FMCG,2024,8,August,3,0.42626405133758816,1.4118101778067123
2024-08-09,454.02427391323624,454.02427391323624,449.55695973352357,452.1097106933594,9556181,ITC,ITC.NS,FMCG,2024,8,August,3,0.23245013962434058,1.4126221574937925
2024-08-12,448.5541002742936,455.84764972526483,448.5541002742936,450.92449951171875,9425644,ITC,ITC.NS,FMCG,2024,8,August,3,-0.26215123312059996,1.4143665498265492
2024-08-13,452.15526355477385,453.8875038800431,445.13522751757506,446.7306823730469,8056478,ITC,ITC.NS,FMCG,2024,8,August,3,-0.9300486319135715,1.435682909082899
2024-08-14,448.5085016768149,454.93597422607183,446.6395336172972,448.7364196777344,9609981,ITC,ITC.NS,FMCG,2024,8,August,3,0.4489813177892765,1.4151791421585345
2024-08-16,450.833335370804,459.67677341741495,449.1466901515516,458.2636413574219,13643352,ITC,ITC.NS,FMCG,2024,8,August,3,2.123122007019096,1.4459058984790834
2024-08-19,460.17823437491796,464.3264405075642,455.4830018883327,457.1696472167969,10591508,ITC,ITC.NS,FMCG,2024,8,August,3,-0.23872593020569655,1.451518988777839
2024-08-20,456.7593562708698,458.9474326908904,453.7507692522604,454.7536315917969,6888634,ITC,ITC.NS,FMCG,2024,8,August,3,-0.5284724477463643,1.4603377312388397
2024-08-21,455.8476340497613,464.0529130177818,454.9815283328472,460.77081298828125,8801221,ITC,ITC.NS,FMCG,2024,8,August,3,1.3231739074676785,1.4291048067890102
2024-08-22,463.0044670797505,463.5970596598946,457.16961601684477,459.9958801269531,8686423,ITC,ITC.NS,FMCG,2024,8,August,3,-0.16818184648076384,1.401183555849845
2024-08-23,460.451745624891,462.1839572127529,455.80210831868334,461.1355285644531,8195369,ITC,ITC.NS,FMCG,2024,8,August,3,0.24775187925281106,1.3964367058460758
2024-08-26,461.31785521909364,463.14125714343254,457.67108026468776,461.0443420410156,8126402,ITC,ITC.NS,FMCG,2024,8,August,3,-0.019774343504042058,1.3793650488991362
2024-08-27,462.73096622811397,462.7765613871338,455.84765750673535,456.3946838378906,8260450,ITC,ITC.NS,FMCG,2024,8,August,3,-1.0085056423295935,1.4004992962892748
2024-08-28,456.2123437617104,457.94458422323976,452.65675920109425,453.3861083984375,8081932,ITC,ITC.NS,FMCG,2024,8,August,3,-0.6592047510618593,1.4055373195421246
2024-08-29,454.02427560774544,462.86771368427515,453.4316541292554,460.497314453125,19389694,ITC,ITC.NS,FMCG,2024,8,August,3,1.568465800552965,1.4257906866191625
2024-08-30,457.6254612839912,464.1896905333773,456.0300063539427,457.57989501953125,15523349,ITC,ITC.NS,FMCG,2024,8,August,3,-0.6335366878433168,1.4284272263348563
2024-09-02,459.49445011058486,467.6085389871661,458.8562623710469,465.01019287109375,16497266,ITC,ITC.NS,FMCG,2024,9,September,3,1.623825245041699,1.4459634326618518
2024-09-03,465.01016456703206,470.38917931491136,463.050035204076,464.4175720214844,12481552,ITC,ITC.NS,FMCG,2024,9,September,3,-0.1274425504418253,1.4012990587253558
2024-09-04,455.8476776810714,465.0102246620742,455.8021114143056,461.636962890625,8739052,ITC,ITC.NS,FMCG,2024,9,September,3,-0.5987303879902983,1.0090840761123836
2024-09-05,463.4603086443522,466.6968425307686,462.27512346983656,466.05865478515625,11318636,ITC,ITC.NS,FMCG,2024,9,September,3,0.9578288243740296,1.0201154564509989
2024-09-06,466.7880172017965,466.7880172017965,453.2493464731528,457.3975524902344,14245025,ITC,ITC.NS,FMCG,2024,9,September,3,-1.8583717319688997,1.06919921180209
2024-09-09,457.67105577087847,467.38059970737794,456.16676226622855,466.5600891113281,14265060,ITC,ITC.NS,FMCG,2024,9,September,3,2.0031888170825685,1.0337355920161464
2024-09-10,466.696815538392,469.5230506246969,463.8249564021011,468.2467041015625,11332248,ITC,ITC.NS,FMCG,2024,9,September,3,0.3615000574624716,1.0055228829705476
2024-09-11,467.69970063527967,473.6257131371341,466.7424045783741,468.93048095703125,15497555,ITC,ITC.NS,FMCG,2024,9,September,3,0.14602918706725365,0.972138132347721
2024-09-12,469.61425271712204,474.5374027816373,463.6426451989518,473.6257019042969,19085324,ITC,ITC.NS,FMCG,2024,9,September,3,1.0012616236170446,0.9686139230981374
2024-09-13,473.6257080193676,474.0815440167886,466.7879946924352,468.4746398925781,9165077,ITC,ITC.NS,FMCG,2024,9,September,3,-1.0875807607163224,0.9914725694329525
2024-09-16,470.34362273274417,471.3464850740398,464.69112327323506,465.9674987792969,7821668,ITC,ITC.NS,FMCG,2024,9,September,3,-0.5351711490415245,0.9792848149517436
2024-09-17,465.9218864737128,468.20112423719047,461.5457337870447,462.9132995605469,10889862,ITC,ITC.NS,FMCG,2024,9,September,3,-0.6554532723314743,0.9798905681349477
2024-09-18,463.0044794093549,467.15268536936793,460.4973235485926,462.5486145019531,5638729,ITC,ITC.NS,FMCG,2024,9,September,3,-0.07878042366463722,0.9806658328912542
2024-09-19,464.96459551918156,469.34074825372676,462.685357730768,463.369140625,14461616,ITC,ITC.NS,FMCG,2024,9,September,3,0.17739240748355645,0.9559776484284667
2024-09-20,466.78799784894,471.6655817468218,463.14122316210313,468.97607421875,24725118,ITC,ITC.NS,FMCG,2024,9,September,3,1.2100360386941844,0.9754758219721785
2024-09-23,469.93336635185545,473.580141232498,468.2467499449426,471.3009033203125,8105508,ITC,ITC.NS,FMCG,2024,9,September,3,0.4957244578916553,0.9775694686970239
2024-09-24,471.34646193720454,472.07581107793266,468.74814478800965,469.7510070800781,7015487,ITC,ITC.NS,FMCG,2024,9,September,3,-0.32885492671780314,0.9785987060412632
2024-09-25,469.978932353214,473.44338416672934,467.061506850851,471.847900390625,8802667,ITC,ITC.NS,FMCG,2024,9,September,3,0.44638399469985046,0.9587138778317957
2024-09-26,471.93907909068867,477.50044603773256,471.3464864947561,476.5887451171875,16086557,ITC,ITC.NS,FMCG,2024,9,September,3,1.004740028012785,0.9692635710157327
2024-09-27,474.30947877683343,481.83094590749664,474.30947877683343,476.5431213378906,17916386,ITC,ITC.NS,FMCG,2024,9,September,3,-0.009572987143380285,0.8994607541403633
2024-09-30,474.62860125985065,478.047458146118,468.65699327542035,472.39495849609375,10936940,ITC,ITC.NS,FMCG,2024,9,September,3,-0.8704695663533935,0.9157445022674687
