Date,Open,High,Low,Close,Volume,Stock,Ticker,Sector,Year,Month,Month_Name,Quarter,Daily_return,Volatility_30D
2021-01-13,533.4039304447089,542.5922121114808,530.2605709271289,538.2398681640625,21920297,ICICI Bank,ICICIBANK.NS,Banking,2021,1,January,1,1.5511018356307638,1.5513996640795384
2021-01-14,535.870227056857,540.1258757054776,532.5334183474205,535.1448364257812,13330898,ICICI Bank,ICICIBANK.NS,Banking,2021,1,January,1,-0.5750283324121641,1.5407617439514594
2021-01-15,531.9531744575852,532.9203620475081,523.7320799432407,525.182861328125,15708956,ICICI Bank,ICICIBANK.NS,Banking,2021,1,January,1,-1.861547457729762,1.599040912600993
2021-01-18,526.6336843298268,530.4057398415881,511.5455803476824,515.6561279296875,21580313,ICICI Bank,ICICIBANK.NS,Banking,2021,1,January,1,-1.813984061541063,1.480995639207752
2021-01-19,521.3140942006606,529.7769853402817,516.3814612636875,528.5196533203125,20575358,ICICI Bank,ICICIBANK.NS,Banking,2021,1,January,1,2.4945937212597302,1.5161329748199237
2021-01-20,528.5197180313229,536.4022621813141,528.0844717700771,532.92041015625,16097138,ICICI Bank,ICICIBANK.NS,Banking,2021,1,January,1,0.8326571790264969,1.5149066216433758
2021-01-21,536.78903348342,542.5921581697272,531.6629518170026,534.5645141601562,18189277,ICICI Bank,ICICIBANK.NS,Banking,2021,1,January,1,0.3085083574532632,1.5136416735176887
2021-01-22,534.9514378749004,535.3383365278268,513.1897168778343,516.2847290039062,24515997,ICICI Bank,ICICIBANK.NS,Banking,2021,1,January,1,-3.419565772144273,1.6452206338867934
2021-01-25,518.9444823072852,524.5058108715461,513.7700523865595,520.395263671875,23415249,ICICI Bank,ICICIBANK.NS,Banking,2021,1,January,1,0.7961759155455495,1.6254335284235841
2021-01-27,520.1534474912922,521.5075336610132,502.06702867686676,505.21038818359375,28049286,ICICI Bank,ICICIBANK.NS,Banking,2021,1,January,1,-2.917950363563604,1.6797982824060556
2021-01-28,497.7147352366271,512.464346726049,495.200070989115,510.9168701171875,29836591,ICICI Bank,ICICIBANK.NS,Banking,2021,1,January,1,1.1295258504304462,1.668675095348043
2021-01-29,515.8495022563794,527.0689142579889,512.0775058939221,519.3797607421875,33172808,ICICI Bank,ICICIBANK.NS,Banking,2021,1,January,1,1.6564124459344853,1.677897299573058
2021-02-01,533.8874929379452,589.452425884442,532.9203054507387,583.98779296875,69354326,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,12.439458968181283,2.7938843039986154
2021-02-02,592.8860191274805,603.5250830922477,579.0552477797728,597.09326171875,42362384,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,2.2441340226269535,2.8071627362755724
2021-02-03,602.9447323202672,606.9101775967672,593.8531458875141,601.9291381835938,27155908,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,0.8099030377471506,2.6429886415635284
2021-02-04,598.4956777203032,610.9240738547344,589.017251004875,607.6839599609375,29982222,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,0.9560630001580916,2.642234487347023
2021-02-05,607.6839602021124,614.4542734347405,590.9516264479638,593.998291015625,32015570,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,-2.2521030415534105,2.7001960062996626
2021-02-08,601.9291741391906,613.1485856234531,601.9291741391906,608.9412841796875,18230551,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,2.515662652583184,2.7107892742343753
2021-02-09,610.6338621221892,622.0950704979593,607.9740962462539,612.5682373046875,27155615,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,0.5956162308630386,2.708785843277345
2021-02-10,612.5682316814824,617.2591268754472,605.8463252099625,611.4076538085938,23967387,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,-0.18946191222717346,2.7068869731718315
2021-02-11,606.18485376823,612.8100654936029,603.6217829075667,609.9569091796875,16072702,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,-0.23727943539293417,2.7090630115155254
2021-02-12,609.2315335696467,628.5752868624444,608.7479397373266,626.3507080078125,19049709,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,2.6876978654397865,2.7335526012608597
2021-02-15,633.5078437351505,654.592520468244,630.6062810920887,651.8360595703125,27155194,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,4.0688628968839735,2.77231725825094
2021-02-16,651.3042076572302,657.1073337401906,628.2367460579921,636.7479858398438,24966739,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,-2.3147037524151037,2.832146158825668
2021-02-17,633.3143842829531,643.1313613478358,628.0432004259342,635.7807006835938,21684753,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,-0.15191020274279987,2.8363054145399467
2021-02-18,628.6719275027538,630.9932013095881,616.6787778881848,623.4974975585938,27845347,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,-1.931987415124914,2.8691829031279563
2021-02-19,614.6476732455143,614.6476732455143,598.689079054246,603.5733642578125,24055811,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,-3.195543427006109,2.937841554713827
2021-02-22,601.5906465933704,608.651103790309,587.3729780265563,589.8392944335938,27092321,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,-2.275459892287812,2.9814086036916985
2021-02-23,594.5785688013192,602.6062139627861,589.065587751776,596.0776977539062,23534585,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,1.057644578647987,2.983571836513057
2021-02-24,594.9170279499745,623.8359588003635,594.9170279499745,620.0639038085938,17762047,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,4.024006626161403,3.0540153116104785
2021-02-25,621.6114680275654,627.1244490272395,605.749568139458,607.393798828125,38571809,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,-2.0433547095139226,3.0844619100234114
2021-02-26,594.820400415131,594.820400415131,571.511201832981,578.1364135742188,57349273,ICICI Bank,ICICIBANK.NS,Banking,2021,2,February,1,-4.8168725644473165,3.2269070186946527
2021-03-01,587.6148115351774,591.7737063871841,580.506006324913,588.3885498046875,21527318,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,1.773307473765029,3.2108951309330918
2021-03-02,589.9844237881347,596.2711430580083,579.3453604083487,590.468017578125,24051433,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,0.3534174439879578,3.182980051225642
2021-03-03,597.7219315035081,612.9551360685247,593.7080793860969,611.3592529296875,21036174,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,3.538080764687379,3.211106320753019
2021-03-04,598.4473386312079,610.1986918027633,595.5941233516484,600.3817138671875,25057198,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,-1.7955954718759326,3.2384337514467005
2021-03-05,593.0794682716344,594.530249720913,581.7633611607706,589.4525146484375,26645968,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,-1.8203750990936518,3.2647926581960935
2021-03-08,591.5318927303614,595.7875416407732,581.4248298749109,588.098388671875,19632433,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,-0.22972604966663424,3.187950739878339
2021-03-09,594.6752556001715,607.7322878346637,592.2089390957008,604.5889282226562,23056249,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,2.804044334830169,3.2157202221163557
2021-03-10,608.1191741716692,609.8117523900396,601.3972088693664,605.072509765625,15838994,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,0.07998518007770183,3.150167928209125
2021-03-12,610.7306308056782,617.0656978723295,588.3885614977289,592.7409057617188,21757862,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,-2.0380373930197093,3.18639344955705
2021-03-15,591.822030109098,592.7408109697164,571.2208899948206,583.6976318359375,24347946,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,-1.5256706324595415,3.201006444726451
2021-03-16,586.9377186412936,587.0828203812176,574.1708906958592,575.42822265625,17925629,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,-1.4167282388447,2.275374990595133
2021-03-17,577.9429530608669,583.8428329882277,567.7391354315761,570.1571044921875,20214082,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,-0.9160339998150135,2.239609481692485
2021-03-18,575.2347246487313,581.6665446785432,556.6163665999915,559.6146240234375,22776537,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,-1.8490483387275658,2.253717957520607
2021-03-19,556.3262649856949,569.5767456179047,551.2968781504658,567.4005737304688,29162618,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,1.3913056186868333,2.2629198417842815
2021-03-22,567.5939436827399,567.5939436827399,550.8132646756579,554.6336669921875,21755401,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,-2.250069409402089,2.262856392968751
2021-03-23,557.1000991092656,569.9153357641228,555.4558682602654,567.1588745117188,29486417,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,2.258284749906414,2.2526561161672127
2021-03-24,560.968812379543,561.5007537572067,546.4609982662789,548.8789672851562,24434219,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,-3.2230664189641933,2.3125303363887104
2021-03-25,549.4592117255838,560.0015794068414,538.8201489043831,552.7960205078125,27170186,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,0.7136460779378462,2.320415209866023
2021-03-26,565.3211846063751,565.3211846063751,555.4558587143677,559.56640625,20724410,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,1.2247529813923075,2.337273450597554
2021-03-30,562.9032166852746,573.6389760709313,562.9032166852746,572.0431518554688,28011943,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,2.2297166995930207,2.318774637033467
2021-03-31,566.7719331798698,570.3021915302315,560.0016199848885,562.9998779296875,20119972,ICICI Bank,ICICIBANK.NS,Banking,2021,3,March,1,-1.5808726835464526,2.1789487815344253
2021-04-01,568.2711518198842,576.5405952921021,561.1623454564324,574.8964233398438,15631940,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,2.1130635860709734,2.1991486606098656
2021-04-05,572.5750632521882,572.5750632521882,545.0102164571082,552.5059204101562,23260127,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,-3.8947020751339045,2.2936182732037675
2021-04-06,555.842658952547,559.5179595858626,545.8806396721993,547.3314208984375,23284697,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,-0.9365509618209034,2.2784609528904025
2021-04-07,547.9601054160856,560.968790025758,541.0447497171314,558.6959228515625,23984399,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,2.0763474412761385,2.259291684301456
2021-04-08,562.9031204765378,566.6267687086387,554.4885774876686,557.7770385742188,19262565,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,-0.16446947968651315,2.226098388361491
2021-04-09,555.1173471325743,560.001632814362,546.4610061141875,547.6216430664062,23239564,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,-1.8206908505541186,2.233728782290369
2021-04-12,533.3071782073054,533.8391194929959,513.7216325407562,520.8787841796875,26601702,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,-4.883455434115458,2.2369171132578147
2021-04-13,523.2484697116017,545.3003342626445,520.2018052860706,542.205322265625,25445897,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,4.094338017533938,2.372655455070871
2021-04-15,547.3798090534764,557.8254228504287,535.9670077006499,556.3262939453125,37614884,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,2.604358736406809,2.275814079231955
2021-04-16,555.7459340877606,558.7925984364795,545.5904649686207,548.3469848632812,24045008,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,-1.4342858083237764,2.259915349059908
2021-04-19,531.9531010111937,543.8494949182292,516.8650003045784,541.3831787109375,28526176,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,-1.269963425454057,2.26538992892616
2021-04-20,546.6543958688338,553.8599546697744,534.4677977473423,540.7545166015625,24425842,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,-0.11612147072465051,2.149164653137026
2021-04-22,533.8875538970873,561.5490955766029,528.9549207621035,560.195068359375,34942633,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,3.595078942657559,2.2502119655346657
2021-04-23,551.2002486168636,561.45241378269,548.4437284785654,551.2485961914062,33749097,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,-1.597028012790258,2.245050691507756
2021-04-26,582.2468965619786,585.6320529373389,568.7062710605372,571.7045288085938,62584522,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,3.710836228612324,2.3557222530172632
2021-04-27,573.7840448494992,582.198588792846,571.7045678923548,579.1035766601562,24239685,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,1.29420836791021,2.307904615055866
2021-04-28,578.3781688725504,602.3644088855251,578.3781688725504,600.9619750976562,33292864,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,3.7745231282395375,2.414907655521368
2021-04-29,602.1225373710332,607.8289669596686,589.0171591825718,601.0586547851562,34537860,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,0.016087488311433695,2.3838912888033663
2021-04-30,590.0811197457465,596.1260421289493,578.4748687699971,580.796142578125,23653258,ICICI Bank,ICICIBANK.NS,Banking,2021,4,April,2,-3.37113725020296,2.449499741114904
2021-05-03,573.1069898029775,579.2002597619761,568.2227043212583,577.169189453125,18010557,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,-0.6244795478324128,2.437803487376599
2021-05-04,577.0725238825328,588.0500798858435,569.6735148894109,572.1398315429688,15115127,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,-0.8713836431431199,2.4372139802868107
2021-05-05,575.7667234251652,584.9550049381851,565.5145592446672,583.0206298828125,17253943,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,1.9017725632735516,2.4331530520798363
2021-05-06,583.0206329483368,590.8064807806612,579.5871290134854,588.2434692382812,16949763,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,0.8958241077195783,2.4262160566902407
2021-05-07,591.9188082591196,594.6269217191755,583.8911630254934,587.1795654296875,10941083,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,-0.18086113390624048,2.384725169592145
2021-05-10,590.951574662244,596.7546997816768,590.951574662244,593.1277465820312,12060808,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,1.0130088822132288,2.3586786162982594
2021-05-11,586.5025446647772,592.7892636404315,583.4558803174449,589.8392944335938,13818480,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,-0.5544256136030712,2.274889532872229
2021-05-12,583.4076108502059,586.7444200981761,573.7357342082345,575.23486328125,14785569,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,-2.4760017330428874,2.3271467313423577
2021-05-14,572.5750286399276,582.1985565527799,571.70453623341,577.7011108398438,12675754,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,0.42873749767631253,2.319099257429359
2021-05-17,583.4558798556767,604.0086149521262,581.4731572175665,603.1381225585938,20453101,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,4.403143985956759,2.4186883973990594
2021-05-18,607.393709234189,614.6476149973363,605.4593343640165,612.423095703125,19242627,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,1.5394439179442276,2.4063097212176765
2021-05-19,606.5233143390998,613.1969323259727,602.8963608750266,604.927490234375,13911576,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,-1.2239259951723813,2.3971422421951623
2021-05-20,607.442181031065,612.1330764700582,596.41627743557,598.30224609375,13900762,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,-1.0952129383404396,2.2841703062244645
2021-05-21,601.8807769259918,622.8204101742858,601.8807769259918,621.36962890625,23975898,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,3.8554732099209676,2.3616143905180236
2021-05-24,622.1433804124802,632.0087050525594,617.0656458657791,626.1088256835938,20323003,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,0.7627017087535881,2.3425335261837503
2021-05-25,628.768647837575,630.6063279276439,621.418045542195,628.9620971679688,14884778,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,0.4557149440051145,2.340052848042838
2021-05-26,628.0432402525254,635.1037569113275,622.1917671180947,631.0899047851562,14487031,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,0.3383045857243916,2.3014059188086415
2021-05-27,629.7358551210899,634.958692042569,626.8342921719235,630.84814453125,23349546,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,-0.03830836970661888,2.06888302298799
2021-05-28,636.4577646306658,638.3437921867975,618.2746502354701,621.949951171875,14191446,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,-1.4105127258457362,1.9967337887193068
2021-05-31,622.6269768391497,643.1797119969469,622.6269768391497,641.0035400390625,21786138,ICICI Bank,ICICIBANK.NS,Banking,2021,5,May,2,3.0635244574401588,2.0152725325901675
2021-06-01,642.7444255255857,643.0829765617314,627.0759766040885,628.7685546875,14123196,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-1.9087235229335753,2.032702921186843
2021-06-02,627.2211515560365,628.0432373938256,620.0639397834365,627.0760498046875,16025108,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-0.2691777236941584,2.01114179385849
2021-06-03,632.0087695512198,632.2022188839913,623.594225351465,628.9137573242188,11805702,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,0.29305975249789284,2.0081317425479694
2021-06-04,631.5735321671981,633.411212305626,618.4198038085485,621.6115112304688,15111572,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-1.161088624427331,1.9440381373629556
2021-06-07,624.0293458933596,628.671833782497,623.1105060221133,626.930908203125,7556341,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,0.8557429964780816,1.909934801269857
2021-06-08,626.7375155842017,626.7375155842017,616.4853514422515,621.3212890625,11912935,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-0.8947746980130566,1.8216179225516302
2021-06-09,623.2557318923634,624.4163098214876,608.1675694568202,615.22802734375,15823094,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-0.9806941796480229,1.8258777807244582
2021-06-10,614.59943302568,621.3213993171391,610.2954359734182,619.3870239257812,10712418,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,0.6760089588225826,1.701127381893314
2021-06-11,622.8688320240907,623.4007734126527,610.7789866820082,614.8411865234375,9015059,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-0.7339251916405165,1.708121860639102
2021-06-14,614.8411454545931,615.2279850602316,602.8963436350101,614.3092041015625,10170497,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-0.08652355007039425,1.5790379025490773
2021-06-15,615.4698186584785,624.9966521393501,615.1313266043011,624.1261596679688,11039987,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,1.5980479375632628,1.5911572521892672
2021-06-16,623.7393497833037,627.8982449430603,616.67883259139,619.0968017578125,8601339,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-0.8058239239373988,1.589575336697367
2021-06-17,612.2780839004929,616.6304279976123,606.1364663986469,612.229736328125,9720060,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-1.1092070594113435,1.5783589980126178
2021-06-18,611.8427921408321,615.7115421614063,600.3332962490882,609.7150268554688,13820690,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-0.4107460522480233,1.575807010854894
2021-06-21,602.4127709849872,612.3264438510531,596.0293564598159,610.5371704101562,13407446,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,0.13484062528812402,1.5747033248278608
2021-06-22,614.1640592361767,622.9654418264279,608.8928755827011,610.1502075195312,15270093,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-0.0633807259212471,1.5664129453831204
2021-06-23,612.9551231132912,614.1641075770254,602.9931029386095,604.2020874023438,10950633,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-0.9748616068441018,1.5743866654447873
2021-06-24,606.4265790037326,615.4214111920364,603.9602626181005,613.2452392578125,12815724,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,1.496709800250473,1.5169628429882023
2021-06-25,615.2279690658137,628.6718994516805,615.2279690658137,627.7047119140625,14785922,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,2.357861379201198,1.5660144289051106
2021-06-28,629.6391403081229,631.5735155471648,624.9483039664254,628.9620971679688,12093491,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,0.20031477063029435,1.359649534388316
2021-06-29,625.09337709703,627.4629986866141,615.5666021943059,619.0968017578125,12225470,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-1.5685039614591667,1.3684042187778056
2021-06-30,617.3557603738263,619.7737290883035,609.1346667446039,610.1986083984375,14276494,ICICI Bank,ICICIBANK.NS,Banking,2021,6,June,2,-1.4372862747974446,1.375761814348482
2021-07-01,613.1485241730616,616.485332836817,609.3764693301312,610.1502075195312,10517081,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,-0.007931987756126802,1.359100374890302
2021-07-02,611.5043209840059,620.3057039680308,611.5043209840059,619.2418212890625,10999396,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,1.4900615713123733,1.1903016695081423
2021-07-05,621.6597745189683,627.2211027235332,620.1606456790087,626.5924072265625,7358568,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,1.1870299590228672,1.202195813039994
2021-07-06,624.0294639213911,633.5078907862066,624.0294639213911,628.9620971679688,9209891,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,0.37818682672761117,1.201286582486787
2021-07-07,629.5423916613154,633.2660400670603,624.7064539746634,632.5406494140625,7741559,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,0.5689615101143408,1.2042150978204211
2021-07-08,629.1555586299752,632.5407153635723,617.1624083036803,620.8377685546875,10782941,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,-1.8501389389307454,1.2514683799192001
2021-07-09,618.5164351893227,620.1123182519674,613.0034543748918,617.5975952148438,7069698,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,-0.5219033866748934,1.228355651730072
2021-07-12,624.803125,628.913671875,621.321273612976,625.044921875,6992783,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,1.2058542192939559,1.1087544825232958
2021-07-13,633.6529819845153,644.4854359167069,631.5735050242135,643.1314086914062,19825411,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,2.8936299109751484,1.1797382069000883
2021-07-14,640.2782190797917,646.0813449324787,636.6029178462464,642.5510864257812,11648541,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,-0.09023385544266738,1.1783529142866611
2021-07-15,643.2763903345876,647.6287341366685,639.4076402882935,645.54931640625,8244429,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,0.4666134792715937,1.1798196095485405
2021-07-16,645.5493255515078,645.8394700026021,636.1192471800733,638.6339111328125,9212875,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,-1.0712435282149047,1.1766342100153901
2021-07-19,624.4646842448664,635.3455445129817,624.3679300674605,634.3783569335938,9121737,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,-0.6663526826613753,1.1755940850278404
2021-07-20,627.366285112339,629.8809493586032,618.1295959418509,620.8377685546875,13169127,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,-2.134465690846965,1.2303183866236982
2021-07-22,631.0899485767536,638.634000523365,627.0277485955166,634.4267578125,13123569,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,2.1888148476288283,1.2779473643528876
2021-07-23,634.426773910736,655.6081487970552,629.397386141227,654.4475708007812,19298083,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,3.1557327527156787,1.3909903221145363
2021-07-26,657.6874877343462,665.1831907195537,641.8255894171892,654.5441284179688,31054759,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,0.014754064572253256,1.3804629276617888
2021-07-27,657.8326094935254,663.1037342047175,651.2073396209524,655.22119140625,12598869,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,0.10344038833831615,1.3794534205597178
2021-07-28,655.6564826169622,664.4578659621436,648.0640247116105,662.5718383789062,18367497,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,1.1218573313967584,1.3657727440898701
2021-07-29,671.738525390625,671.738525390625,662.6203181147575,666.888427734375,11043138,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,0.6514900129214629,1.3543232208929916
2021-07-30,666.40341796875,667.0339543461799,657.6732421875,662.038330078125,14536250,ICICI Bank,ICICIBANK.NS,Banking,2021,7,July,3,-0.727272727272732,1.342783540070101
2021-08-02,663.5418296380883,667.4219076527314,657.3822294719592,660.9713134765625,9348206,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,-0.16117142362989112,1.3391906290776212
2021-08-03,662.5233695507073,671.1565674480547,656.3637689331963,669.7015380859375,10162609,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,1.3208174744310686,1.3522585506593334
2021-08-04,673.1935601400174,695.8920410372308,672.417556349791,693.2244873046875,28730606,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,3.5124526197118477,1.4699912841578122
2021-08-05,694.0490645055875,695.0190841624786,678.0922293086685,681.3903198242188,17774554,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,-1.7071190786235757,1.50001202081558
2021-08-06,683.9122396680449,684.8337700381915,674.842580984925,676.734130859375,14701949,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,-0.6833365296479266,1.4984749179068382
2021-08-09,676.4916392046472,685.1247774384981,673.5330322944652,681.7781982421875,8602980,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,0.7453543648533234,1.4517799235177258
2021-08-10,682.9907339113992,687.0648278173533,676.3946128854847,679.88671875,10843554,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,-0.27743326158922166,1.455367469317956
2021-08-11,685.0762786559645,685.9493198967227,669.3134616249423,672.7570190429688,9748084,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,-1.048659947371744,1.4356840993607969
2021-08-12,672.7084910883534,681.8751867661595,672.5144753565708,680.3231201171875,8840339,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,1.124640971413715,1.405437462061656
2021-08-13,685.8522826669118,688.616873793436,679.9836764727914,683.6697387695312,12787590,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,0.49191605479574907,1.4037306843853505
2021-08-16,681.3417236395012,686.1918211619769,677.7041504976445,681.584228515625,7920846,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,-0.3050464479618098,1.3934174634422574
2021-08-17,678.8196832947818,681.8267794851803,670.7685327042499,680.177734375,8669653,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,-0.2063566147485707,1.3870586996098722
2021-08-18,679.8381619358785,679.8381619358785,663.1053250921738,667.6644287109375,11069373,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,-1.8397111566083035,1.439916851456481
2021-08-20,663.3478233200453,663.8813814188723,655.1026574217951,660.2922973632812,13121808,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,-1.104167158027225,1.4577928018412554
2021-08-23,669.2650026008532,669.2650026008532,653.6476522704689,662.2323608398438,10917371,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,0.29381888662183275,1.4078824690601925
2021-08-24,662.7658955292947,676.346170007758,660.0013633354409,673.630126953125,9821388,ICICI Bank,ICICIBANK.NS,Banking,2021,8,August,3,1.7211128279546184,1.426294144440458
